Uniprot ID,Protein names,Predicted Class by Proteintox
P0DMJ5,PI-stichotoxin-Hcr2e  ,Neurotoxic
P0DMJ9,Basic phospholipase A2 homolog BmatTX-I  ,Neurotoxic
P0DMK1,Basic phospholipase A2 BmatTX-III    ,Neurotoxic
P0DMM8,Beta-mammal Tt1g ,Neurotoxic
P0DMT1,Phospholipase A2 homolog EPL_00195 ,Non-toxic
P0DMT2,Phospholipase A2 homolog ECS_00014 ,Neurotoxic
P0DMT3,Phospholipase A2 homolog ECO_00035 ,Non-toxic
P0DMU0,Snake venom serine protease jerdonase  ,Neurotoxic
P0DMU1,Beta-fibrinogenase jerdofibrase   ,Neurotoxic
P0DMX9,Kappa-actitoxin-Avd4e    ,Neurotoxic
P0DN15,U-actitoxin-Avd3n  ,Neurotoxic
P0DP10,Conotoxin Fi3a ,Neurotoxic
P0DP16,Contryphan-C ,Neurotoxic
P0DPC2,Mu-theraphotoxin-Df1a ,Neurotoxic
P0DPG5,Mu-theraphotoxin-Ae1a ,Neurotoxic
P0DPL9,Alpha-conotoxin-like Tx1.2 ,Neurotoxic
P0DPS2,L-amino oxidase   ,Non-toxic
P0DPT3,Beta-toxin Am IT ,Neurotoxic
P0DPT7,Phospholipase A2 SSD387  ,Non-toxic
P0DPT9,Phospholipase A2 SSD1043  ,Non-toxic
P0DQH3,Hemextin A ,Neurotoxic
P0DQH4,Hemextin B ,Neurotoxic
P0DQH5,Beta-toxin Tf1a,Neurotoxic
P0DQH7,Conorfamide-As1      ,Neurotoxic
P0DQH8,Conorfamide-As2      ,Neurotoxic
P0DQJ6,Mu/kappa-theraphotoxin-Ap1a ,Neurotoxic
P0DQN8,Delta-buthitoxin-Hj1a ,Neurotoxic
P0DQN9,Delta-buthitoxin-Hj2a ,Neurotoxic
P0DQO1,Mu/delta-theraphotoxin-Pm2a  ,Neurotoxic
P0DQO6,Lambda-theraphotoxin-Ec2b   ,Neurotoxic
P0DQO7,Lambda-theraphotoxin-Ec2c   ,Neurotoxic
P0DQP2,Venom protein SynTx   ,Neurotoxic
P0DQP5,Toxin Tbo-IT2,Neurotoxic
P0DQP6,Basic phospholipase A2    ,Neurotoxic
P0DQP9,Basic phospholipase A2 myotoxin-I    ,Neurotoxic
P0DQQ6,Alpha-conotoxin MilIA,Neurotoxic
P0DQT1,Stigmurin,Non-toxic
P0DQT5,Consomatin Ro1   ,Non-toxic
P0DQT6,Snake venom metalloproteinase BmooMP-I  ,Non-toxic
P0DQV4,Delta/kappa-theraphotoxin-Pm1a ,Neurotoxic
P0DQV6,Hydra actinoporin-like toxin 4     ,Non-toxic
P0DQV9,B-type lectin plumieribetin,Non-toxic
P0DQX2,Alpha-conotoxin PiXXA,Neurotoxic
P0DQX4,Halictine-1   ,Non-toxic
P0DQX5,Halictine-2   ,Non-toxic
P0DQX6,Codesane  ,Non-toxic
P0DQY0,Alpha-conotoxin OI ,Neurotoxic
P0DQY7,Conotoxin SIVC  ,Neurotoxic
P0DQZ4,Mastoparan-VT1 ,Non-toxic
P0DRA0,Vespid chemotactic peptide VT1  ,Non-toxic
P0DRA1,Mastoparan-VB1 ,Non-toxic
P0DRA3,VESP-VB1,Non-toxic
P0DRB0,Ct-IT1 ,Neurotoxic
P0DRC2,Alpha-actitoxin-Ms11a-3  ,Neurotoxic
P0DRC4,Macroconotoxin Mu8.1 ,Neurotoxic
P0DRC9,Kappa-scoloptoxin SsmTx-I -Ssm4a -Ssm4a,Non-toxic
P0DRJ3,Mu-theraphotoxin-Tsp1a ,Neurotoxic
P0DRJ7,Kallikrein-like enzyme LV-Ka  ,Non-toxic
P0DSJ4,U-myrmeciitoxin-Mg1a -Mg1a -Mg1a,Non-toxic
P0DSK0,M-poneratoxin-Dq3a     -Dq6a -Dq6 -Dq6a ,Non-toxic
P0DSK3,U-myrmeciitoxin-Mg7a -Mg7a -Mg7a,Non-toxic
P0DSL4,OMEGA-myrmeciitoxin-Mg1a  -Mg1a,Neurotoxic
P0DSM4,M-poneritoxin-Na1b     ,Non-toxic
P0DSN5,Phospholipase A2 hemilipin-2    ,Neurotoxic
P0DTK0,Communis-AAAA ,Non-toxic
P0DTS8,Basic phospholipase A2 homolog 2   ,Non-toxic
P0DUC0,U1-theraphotoxin-Tal1a  ,Neurotoxic
P0DUC1,Mu/omega-theraphotoxin-Mb1a ,Neurotoxic
P0DUC2,Mu/omega-theraphotoxin-Mb1b ,Neurotoxic
P0DUC3,Contryphan Le925 ,Neurotoxic
P0DUH9,Beta-toxin Ct7,Neurotoxic
P0DUJ6,Niq CART3   ,Neurotoxic
P0DUN6,Basic phospholipase A2 homolog BnuTX-I  ,Non-toxic
P0DUN7,Basic phospholipase A2 homolog LmutTX   ,Neurotoxic
P0DUN9,Basic phospholipase A2 homolog PocTX ,Neurotoxic
P0DUP1,Basic phospholipase A2 homolog Bneu-I   ,Neurotoxic
P0DUP2,Basic phospholipase A2 CoaTx-II  ,Neurotoxic
P0DUP9,Basic phospholipase A2 homolog BmajPLA2-II ,Neurotoxic
P0DUR0,Alpha-conotoxin In1907   ,Neurotoxic
P0DUS6,DELTA-limacoditoxin-Dv12 -Dv12  ,Non-toxic
P0DUT1,U-limacoditoxin-Dv63 -Dv63  ,Non-toxic
P0DUT2,U-limacoditoxin-Dv66 -Dv66 ,Non-toxic
P0DUT6,U-limacoditoxin-Dv128 -Dv128  ,Non-toxic
P0DUV1,FMRFamide-like peptide Sa12b    ,Non-toxic
P0DUV2,FMRFamide-like peptide Sh5a   ,Non-toxic
P0DUW8,DELTA-actitoxin-Afr1b      ,Non-toxic
P0DUW9,DELTA-actitoxin-Afr1d      ,Non-toxic
P0DV31,Omega toxin Ap2,Neurotoxic
P0DV32,Omega toxin Ap5 ,Neurotoxic
P0DV82,Acidic phospholipase A2 Bi PLA2   ,Neurotoxic
P0DV95,Mu-Sparatoxin-Hp1 ,Neurotoxic
P0DV96,Mu-Sparatoxin-Hp2 ,Neurotoxic
P0DW95,Beta-theraphotoxin-Eo1a ,Neurotoxic
P0DW96,Omega-theraphotoxin-Avsp1a ,Neurotoxic
P0DW97,Snake venom vascular endothelial growth factor toxin   ,Non-toxic
P0DXZ6,Phospholipase A2    ,Non-toxic
P0DXZ7,Omega-buthitoxin-Hf1a ,Neurotoxic
P10116,Basic phospholipase A2 2     ,Neurotoxic
P10454,Delta-actitoxin-Afv1b   ,Cardiotoxic
P11057,Mu-agatoxin-Aa1a   ,Neurotoxic
P11060,Mu-agatoxin-Aa1d    ,Neurotoxic
P11061,Mu-agatoxin-Aa1e    ,Neurotoxic
P13494,Delta-hexatoxin-Hv1a         ,Neurotoxic
P14411,Basic phospholipase A2 10     ,Neurotoxic
P14556,Basic phospholipase A2 nigexine   ,Neurotoxic
P15228,Toxin BmKAEP  ,Neurotoxic
P15471,Alpha-conotoxin SI,Neurotoxic
P15503,Zinc metalloproteinase/disintegrin ,Non-toxic
P15969,Omega-agatoxin-1A   ,Neurotoxic
P16354,Phospholipase A2 isozymes PA3A/PA3B/PA5   ,Non-toxic
P17497,Disintegrin bitistatin     ,Neurotoxic
P17684,Conantokin-T ,Non-toxic
P17934,Acidic phospholipase A2 beta-bungarotoxin A4 chain    ,Non-toxic
P18329,Toxin C13S1C1,Neurotoxic
P18511,Delta-conotoxin TxVIA   ,Neurotoxic
P18619,Zinc metalloproteinase/disintegrin ,Non-toxic
P18926,Beta-toxin Ct1a   ,Neurotoxic
P18998,Phospholipase A2 homolog mojave toxin acidic chain  ,Neurotoxic
P19000,Basic phospholipase A2 P'513   ,Neurotoxic
P19651,Delta-stichotoxin-She1a       ,Neurotoxic
P19855,Beta-insect depressant toxin LqqIT2 ,Neurotoxic
P20146,Acidic phospholipase A2   ,Neurotoxic
P20249,Acidic phospholipase A2    ,Non-toxic
P20250,Acidic phospholipase A2 PA-1G   ,Neurotoxic
P20251,Acidic phospholipase A2 PA-3   ,Neurotoxic
P20252,Basic phospholipase A2 PA-5   ,Neurotoxic
P20253,Basic phospholipase A2 PA-9C   ,Neurotoxic
P20255,Basic phospholipase A2 PA-12A   ,Neurotoxic
P20256,Basic phospholipase A2 PA-12C   ,Neurotoxic
P20257,Basic phospholipase A2 PA-15   ,Neurotoxic
P20258,Basic phospholipase A2 pseudexin A chain   ,Neurotoxic
P20259,Basic phospholipase A2 pseudexin B chain   ,Neurotoxic
P20394,Exendin-3 ,Non-toxic
P20476,Acidic phospholipase A2 1     ,Non-toxic
P21654,Mastoparan-B ,Non-toxic
P21789,Acidic phospholipase A2 Cc1-PLA2   ,Neurotoxic
P21963,C-type lectin Cal    ,Non-toxic
P22028,Zinc metalloproteinase-disintegrin-like botrocetin     ,Neurotoxic
P23027,Basic phospholipase A2 homolog textilotoxin B chain ,Neurotoxic
P23806,Snaclec coagulation factor IX/factor X-binding protein subunit A ,Non-toxic
P24160,Gamma-conotoxin-like TxVIIA ,Neurotoxic
P25660,Kunitz-type serine protease inhibitor IX    ,Neurotoxic
P26324,Thrombin-like enzyme ancrod      ,Non-toxic
P26349,Exendin-4 ,Non-toxic
P28881,Omega-conotoxin SVIB ,Neurotoxic
P29425,Delta-ctenitoxin-Pn2a    ,Neurotoxic
P30811,Acidic phospholipase A2 homolog textilotoxin C chain ,Neurotoxic
P30834,Cytolysin tenebrosin-B ,Non-toxic
P30894,Venom nerve growth factor  ,Non-toxic
P31328,U2-agatoxin-Aop1a  ,Neurotoxic
P31713,PI-stichotoxin-She2a  ,Neurotoxic
P31719,Potassium channel toxin alpha-KTx 5.2    ,Neurotoxic
P31854,Basic phospholipase A2 Pla2Vb    ,Neurotoxic
P31989,Zinc metalloproteinase/disintegrin ,Neurotoxic
P33588,Protein C activator   ,Neurotoxic
P34079,Omega-plectoxin-Pt1a   ,Neurotoxic
P34128,Venom nerve growth factor  ,Non-toxic
P34180,Neutral phospholipase A2 ammodytin I2      ,Neurotoxic
P36983,U1-plectoxin-Pt1a     ,Neurotoxic
P37045,Omega-agatoxin-Aa4b         ,Neurotoxic
P37300,Omega-conotoxin MVIIC  ,Neurotoxic
P41736,Glycyl-poneratoxin  ,Non-toxic
P43685,Gilatoxin   ,Non-toxic
P45662,Beta-toxin Cn4   ,Neurotoxic
P45663,Beta-toxin Cn5 ,Neurotoxic
P46114,Potassium channel toxin alpha-KTx 4.1       ,Neurotoxic
P47797,Thrombin-like enzyme ancrod-2      ,Non-toxic
P48650,Basic phospholipase A2 homolog ecarpholin S  ,Neurotoxic
P49343,Omega/M-ectatotoxin-Et1a subunit A    ,Neurotoxic
P49344,Omega/M-ectatotoxin-Et1a subunit B    ,Neurotoxic
P49369,Phospholipase A1    ,Non-toxic
P49370,Hyaluronidase A     ,Non-toxic
P50985,Alpha-conotoxin PnIB,Neurotoxic
P55903,Beta-insect depressant toxin BotIT4 ,Neurotoxic
P55904,Beta-insect depressant toxin BotIT5 ,Neurotoxic
P55927,Potassium channel toxin alpha-KTx 7.1     ,Neurotoxic
P55963,Alpha-conotoxin PIVA ,Neurotoxic
P56219,Potassium channel toxin alpha-KTx 4.2     ,Neurotoxic
P56529,Psi-conotoxin PIIIE ,Neurotoxic
P56612,Toxin Tst1  ,Neurotoxic
P56639,Alpha-conotoxin AuIA,Neurotoxic
P56640,Alpha-conotoxin AuIB,Neurotoxic
P56641,Alpha-conotoxin AuIC,Neurotoxic
P56678,Alpha-like toxin Lqh3  ,Neurotoxic
P56708,Mu-conotoxin MrVIA ,Neurotoxic
P56711,Gamma-conotoxin PnVIIA ,Neurotoxic
P56712,Omega-conotoxin PnVIA,Neurotoxic
P56713,Omega-conotoxin PnVIB,Neurotoxic
P56714,Omega-conotoxin TxVII,Neurotoxic
P56743,Toxin Aah6    ,Neurotoxic
P56852,Kappa-theraphotoxin-Gr1a   ,Neurotoxic
P56972,Scorpine  ,Neurotoxic
P56973,Alpha-conotoxin CnIA -CnIK],Neurotoxic
P58328,Alpha-like toxin BmK-M4    ,Neurotoxic
P58425,Kappa-sparatoxin-Hv1a    ,Neurotoxic
P58426,Kappa-sparatoxin-Hv1b    ,Neurotoxic
P58427,Kappa-sparatoxin-Hv1c    ,Neurotoxic
P58464,Basic phospholipase A2 homolog piratoxin-3    ,Neurotoxic
P58498,Potassium channel toxin alpha-KTx 6.4   ,Neurotoxic
P58691,DELTA-stichotoxin-Hcr4a  ,Non-toxic
P58762,Toxin CqTX-A  ,Non-toxic
P58782,Alpha-conotoxin EIVA,Neurotoxic
P58787,Contryphan-Sm,Neurotoxic
P58809,Chi-conotoxin CMrX   ,Neurotoxic
P58810,Chi-conotoxin MrIB   ,Neurotoxic
P58846,Conotoxin tx3c  ,Neurotoxic
P58910,Kurtoxin ,Cardiotoxic
P58916,Omega-conotoxin-like CnVIIH ,Neurotoxic
P58917,Omega-conotoxin CVIA,Neurotoxic
P58923,Conotoxin TVIIA,Neurotoxic
P58924,Sigma-conotoxin GVIIIA,Neurotoxic
P58925,Mu-conotoxin PIIIA ,Neurotoxic
P58928,Conotoxin CcTx ,Neurotoxic
P59018,Basic phospholipase A2 beta-bungarotoxin A5 chain    ,Non-toxic
P59067,Phospholipase A2 superbin a   ,Neurotoxic
P59068,Phospholipase A2 superbin b   ,Neurotoxic
P59069,Phospholipase A2 superbin c   ,Neurotoxic
P59070,Phospholipase A2 superbin d   ,Neurotoxic
P59264,Basic phospholipase A2 PLA-A   ,Neurotoxic
P59265,Basic phospholipase A2 PLA-B   ,Neurotoxic
P59276,Cobrotoxin-c   ,Neurotoxic
P59290,Potassium channel toxin alpha-KTx 3.9  ,Neurotoxic
P59354,Alpha-like toxin Bom4  ,Neurotoxic
P59355,Alpha-mammal toxin Lqh2  ,Neurotoxic
P59367,GAMMA-ctenitoxin-Pn1a     ,Neurotoxic
P59368,Delta-ctenitoxin-Pn1a   ,Neurotoxic
P59847,Potassium channel toxin alpha-KTx 2.5  ,Neurotoxic
P59869,Potassium channel toxin alpha-KTx 5.4 ,Neurotoxic
P59936,Potassium channel toxin alpha-KTx 12.1     ,Neurotoxic
P59938,Potassium channel toxin gamma-KTx 2.2  ,Neurotoxic
P60045,Acidic phospholipase A2 3   ,Non-toxic
P60179,Delta-conotoxin Am2766  ,Neurotoxic
P60208,Potassium channel toxin alpha-KTx 15.3 ,Neurotoxic
P60210,Potassium channel toxin alpha-KTx 4.4  ,Neurotoxic
P60211,Potassium channel toxin alpha-KTx 18.1  ,Neurotoxic
P60213,Toxin To3   ,Neurotoxic
P60215,Beta-toxin To4  ,Neurotoxic
P60245,Psi-conotoxin PIIIF,Neurotoxic
P60275,Insect toxin TbIT-1  ,Neurotoxic
P60276,Toxin Tb2-II ,Neurotoxic
P60301,Cytotoxin 3        ,Cardiotoxic
P60303,Cytotoxin 4  ,Cardiotoxic
P60304,Cytotoxin 1         ,Cardiotoxic
P60616,Alpha-bungarotoxin isoform V31    ,Neurotoxic
P60976,U1-nemetoxin-Csp1a  ,Neurotoxic
P60980,Kappa-theraphotoxin-Gr3a   ,Neurotoxic
P60992,Delta-theraphotoxin-Hm1a     ,Neurotoxic
P60993,Kappa-theraphotoxin-Hm2a   ,Neurotoxic
P61408,Beta-theraphotoxin-Gr1b     ,Neurotoxic
P61409,Kappa-theraphotoxin-Gr2c      ,Neurotoxic
P61541,Kappa-actitoxin-Ael2a  ,Neurotoxic
P61899,Venom nerve growth factor  ,Non-toxic
P61915,DELTA-actitoxin-Ate1a  ,Non-toxic
P62375,Cytotoxin A5        ,Cardiotoxic
P62520,Beta/kappa-theraphotoxin-Cg1a     ,Neurotoxic
P67862,Snake venom vascular endothelial growth factor toxin TfsvVEGF  ,Non-toxic
P68411,Toxin Tst2    ,Neurotoxic
P68424,Omega-theraphotoxin-Hs1a    ,Neurotoxic
P68520,Disintegrin crotatroxin  ,Neurotoxic
P69436,Agelaia-MPI ,Non-toxic
P69658,Alpha-conotoxin PIA,Neurotoxic
P69746,Alpha-conotoxin OIVA  ,Neurotoxic
P69928,Delta-actitoxin-Amc3a   ,Neurotoxic
P69930,Delta-actitoxin-Amc2a   ,Neurotoxic
P69939,Potassium channel toxin AaTXK-beta    ,Neurotoxic
P69940,Potassium channel toxin TsTXK-beta/Cryptide TyPep-16 ,Neurotoxic
P70088,Acidic phospholipase A2 6     ,Neurotoxic
P70090,Basic phospholipase A2 homolog 5   ,Non-toxic
P80245,Cytotoxin 6        ,Cardiotoxic
P80670,Potassium channel toxin alpha-KTx 8.3     ,Neurotoxic
P81038,Thrombin-like enzyme cerastotin     ,Non-toxic
P81166,Basic phospholipase A2 nigroxin A   ,Neurotoxic
P81167,Basic phospholipase A2 nigroxin B   ,Neurotoxic
P81176,Thrombin-like enzyme halystase    ,Non-toxic
P81236,Basic phospholipase A2 acanthin-1    ,Neurotoxic
P81237,Basic phospholipase A2 acanthin-2    ,Neurotoxic
P81243,Acidic phospholipase A2    ,Non-toxic
P81397,Snaclec rhodocetin subunit alpha,Non-toxic
P81398,Snaclec rhodocetin subunit beta,Non-toxic
P81458,Basic phospholipase A2 RVV-VD    ,Non-toxic
P81479,Acidic phospholipase A2 4     ,Non-toxic
P81480,Acidic phospholipase A2 3     ,Non-toxic
P81662,DELTA-stichotoxin-She4a        ,Non-toxic
P81743,Disintegrin EMF10B   ,Neurotoxic
P81761,Lepidopteran-selective toxin  ,Neurotoxic
P81783,Candoxin,Neurotoxic
P81790,Omega-ctenitoxin-Pn3a        ,Neurotoxic
P81792,Omega-ctenitoxin-Pn4a     ,Neurotoxic
P81824,Platelet-aggregating proteinase PA-BJ   ,Non-toxic
P81882,Thrombin-like enzyme TL-BJ 1     ,Neurotoxic
P81883,Thrombin-like enzyme TL-BJ 2     ,Neurotoxic
P81884,Thrombin-like enzyme TL-BJ 3     ,Neurotoxic
P82140,Defensin-like peptide 2/4   ,Neurotoxic
P82287,Basic phospholipase A2 homolog piratoxin-2   ,Non-toxic
P82428,M-poneritoxin-Ng1f   ,Neurotoxic
P82662,Alpha-elapitoxin-Oh2b     ,Neurotoxic
P82811,Insect toxin BsIT1  ,Neurotoxic
P82812,Insect toxin BsIT2  ,Neurotoxic
P82813,Insect toxin BsIT3  ,Neurotoxic
P82814,Insect toxin BsIT4  ,Neurotoxic
P82893,Basic phospholipase A2 2    ,Neurotoxic
P82942,Hemorrhagic metalloproteinase-disintegrin-like kaouthiagin   ,Non-toxic
P82950,Basic phospholipase A2 homolog  ,Neurotoxic
P82959,U1-theraphotoxin-Hs1a    ,Neurotoxic
P82960,U1-theraphotoxin-Hs1b    ,Neurotoxic
P82966,Kunitz-type serine protease inhibitor  ,Neurotoxic
P82971,Phospholipase A2    ,Non-toxic
P83047,Contryphan-Vn,Neurotoxic
P83228,Natriuretic peptide TNP-b  ,Non-toxic
P83230,Natriuretic peptide TNPc   ,Non-toxic
P83243,Potassium channel toxin alpha-KTx 13.1  ,Neurotoxic
P83254,Disintegrin lebein-1-beta  ,Neurotoxic
P83256,Delta-amaurobitoxin-Pl1a   ,Neurotoxic
P83259,Delta-amaurobitoxin-Pl1d   ,Neurotoxic
P83301,Omega-conotoxin-like Vn2   ,Neurotoxic
P83312,Parabutoporin     ,Non-toxic
P83313,Opistoporin-1       ,Non-toxic
P83400,Neurotoxin BtITx3 ,Neurotoxic
P83405,Potassium channel toxin alpha-KTx 9.6 ,Neurotoxic
P83406,Potassium channel toxin alpha-KTx 9.7 ,Neurotoxic
P83407,Potassium channel toxin alpha-KTx 19.1  ,Neurotoxic
P83469,Disintegrin obtustatin,Neurotoxic
P83558,Mu-hexatoxin-Mg1a  ,Neurotoxic
P83560,Delta-hexatoxin-Mg1a  ,Neurotoxic
P83562,U7-hexatoxin-Mg1a  ,Neurotoxic
P83563,Allergen Api m 6.03 / Api m 6.04  ,Neurotoxic
P83580,Omega-hexatoxin-Ar1a   ,Neurotoxic
P83619,Cupiennin-1a   ,Neurotoxic
P83644,Toxin Lqh4   ,Neurotoxic
P83659,Cyphokinin  ,Non-toxic
P83906,Vascular endothelial growth factor A   ,Non-toxic
P83911,Omega-ctenitoxin-Pr1a    ,Neurotoxic
P83952,Omwaprin-a  ,Neurotoxic
P83974,Delta-theraphotoxin-Cg1a 1     ,Neurotoxic
P84034,Delta-ctenitoxin-Pn1b  ,Neurotoxic
P84037,Snaclec lebecetin subunit beta,Neurotoxic
P84038,Snaclec lebecetin subunit alpha,Neurotoxic
P84094,Potassium channel toxin alpha-KTx 6.13 ,Neurotoxic
P84190,Hypotensin-2    ,Non-toxic
P84389,Polybine-2 ,Non-toxic
P84397,Acidic phospholipase A2 2    ,Non-toxic
P84509,Beta-theraphotoxin-Cm2a   ,Neurotoxic
P84510,Beta-theraphotoxin-Ps1a    ,Neurotoxic
P84614,Alpha-toxin Bs-Tx28,Neurotoxic
P84651,Acidic phospholipase A2    ,Neurotoxic
P84693,Toxin To5   ,Neurotoxic
P84700,Conophan gld-V ,Neurotoxic
P84701,Conophan mus-V ,Neurotoxic
P84713,Kappa-conotoxin Mo1659,Neurotoxic
P84744,Potassium channel toxin alpha-KTx 9.5 ,Neurotoxic
P84788,Thrombin-like enzyme elegaxobin-1      ,Non-toxic
P84805,Cysteine-rich venom protein kaouthin-1  ,Non-toxic
P84914,Polybia-mastoparan-III      ,Non-toxic
P84915,Polybia-MP-II   ,Non-toxic
P85005,Zinc metalloproteinase-disintegrin-like proatherocytin  ,Neurotoxic
P85021,Conotoxin Reg3b    ,Neurotoxic
P85060,Phospholipase A2 acanmyotoxin-2   ,Neurotoxic
P85061,Phospholipase A2 acanmyotoxin-3   ,Non-toxic
P85062,Phospholipase A2 acanmyotoxin-1   ,Neurotoxic
P85079,Omega-lycotoxin-Am1a    1a 1a,Neurotoxic
P85103,Snake venom metalloproteinase patagonfibrase  ,Non-toxic
P85117,Beta-theraphotoxin-Gr1a  ,Neurotoxic
P85141,Gamma-conopressin vil,Neurotoxic
P85162,Bradykinin-potentiating peptide 12c  ,Non-toxic
P85258,M-zodatoxin-Lt8f   ,Non-toxic
P85259,M-zodatoxin-Lt8g   ,Non-toxic
P85504,Omega-theraphotoxin-Ba1b  ,Neurotoxic
P85505,Mu-thomitoxin-Hme1a  ,Neurotoxic
P85528,Potassium channel toxin alpha-KTx 6.15 ,Neurotoxic
P85841,Hyaluronidase 1    ,Non-toxic
P85870,Decoralin ,Non-toxic
P85871,Conorfamide-Sr2  ,Non-toxic
P85874,Mastoparan-like PMM ,Non-toxic
P86110,Potassium channel toxin kappa-KTx 2.5  ,Neurotoxic
P86170,Melectin ,Neurotoxic
P86193,Crotamine-IV-2,Neurotoxic
P86194,Crotamine-IV-3,Neurotoxic
P86259,Conotoxin tx5c  ,Neurotoxic
P86261,Alpha-conotoxin Tx1C ,Neurotoxic
P86389,Acidic phospholipase A2 2    ,Neurotoxic
P86392,Venom metalloproteinase antarease TserMP_A    ,Non-toxic
P86396,Potassium channel toxin alpha-KTx 3.13 ,Neurotoxic
P86400,Potassium channel toxin alpha-KTx 8.6    ,Neurotoxic
P86403,Sodium channel neurotoxin MeuNaTxalpha-2,Neurotoxic
P86404,Sodium channel neurotoxin MeuNaTxalpha-4,Neurotoxic
P86405,Sodium channel neurotoxin MeuNaTxalpha-5,Neurotoxic
P86406,MeuNaTxbeta-1   ,Neurotoxic
P86407,Meucin-49  ,Non-toxic
P86419,Rho-elapitoxin-Da1b  ,Neurotoxic
P86456,Acidic phospholipase A2 SpII RP4    ,Neurotoxic
P86459,Delta-actitoxin-Bcg1d      ,Cardiotoxic
P86497,Snake venom serine protease rhinocerase   ,Non-toxic
P86524,Phospholipase A2 homolog P-elapitoxin-Aa1a beta chain  ,Neurotoxic
P86525,Phospholipase A2 homolog P-elapitoxin-Aa1a gamma chain  ,Non-toxic
P86686,Venom allergen 5     ,Non-toxic
P86718,Spiderine-2a ,Non-toxic
P86862,KappaPI-actitoxin-Ael3a  ,Neurotoxic
P86942,Conotoxin pc16a ,Neurotoxic
P86970,C-type lectin BpLec  ,Non-toxic
P86974,Basic phospholipase A2    ,Neurotoxic
Q02517,Basic phospholipase A2 PL-X'   ,Neurotoxic
Q02989,Alpha-latroinsectotoxin-Lt1a   ,Non-toxic
Q0GY42,Potassium channel toxin TcoKIK,Neurotoxic
Q0ZZJ6,A.superbus venom factor 1    ,Non-toxic
Q10754,Acidic phospholipase A2 inhibitor vaspin A chain   ,Non-toxic
Q10755,Basic phospholipase A2 B chain    ,Neurotoxic
Q1A3R1,Mu-conotoxin Lt5d ,Neurotoxic
Q1ELT9,M-zodatoxin-Lt1a    ,Non-toxic
Q1ELU1,M-zodatoxin-Lt2a    ,Non-toxic
Q1ELU2,M-zodatoxin-Lt3b   ,Non-toxic
Q1ELU7,M-zodatoxin-Lt6a/c    ,Non-toxic
Q1ELU8,M-zodatoxin-Lt6a/b    ,Non-toxic
Q1ELU9,M-zodatoxin-Lt5a   ,Non-toxic
Q1KY79,Dermonecrotic toxin LlSicTox-alphaIII2        ,Non-toxic
Q1KY80,Dermonecrotic toxin LlSicTox-alphaIII1ii        ,Non-toxic
Q1L658,Coagulation factor X isoform 2   ,Non-toxic
Q1PBD1,Zinc metalloproteinase/disintegrin ,Non-toxic
Q1PS45,Zinc metalloproteinase-disintegrin-like agkihagin   ,Non-toxic
Q1W7Q6,Venom nerve growth factor  ,Non-toxic
Q1ZY03,Basic phospholipase A2 DAV-N6   ,Neurotoxic
Q26443,Mu-conotoxin MrVIB ,Neurotoxic
Q27Q54,Dermonecrotic toxin LiSicTox-betaIA1ii         ,Non-toxic
Q2EI26,Snake venom metalloproteinase AaPA   ,Non-toxic
Q2I2Q5,Iota-conotoxin LtIIIA  ,Neurotoxic
Q2I2R5,Alpha-conotoxin Lt14.1  ,Neurotoxic
Q2I2R8,Alpha-conotoxin Lt1a ,Neurotoxic
Q2NME3,Beta-toxin Tz1 ,Neurotoxic
Q2PG81,Basic phospholipase A2 PeBP-I/II   ,Non-toxic
Q2QA02,Zinc metalloproteinase-disintegrin-like   ,Non-toxic
Q2UXR0,Zinc metalloproteinase-disintegrin-like Eoc1   ,Non-toxic
Q2XXL6,Venom nerve growth factor 1   ,Non-toxic
Q2YHJ4,Basic phospholipase A2 homolog Tbo-K49 ,Neurotoxic
Q2YHJ5,Acidic phospholipase A2 Tpu-E6b   ,Neurotoxic
Q2YHJ8,Basic phospholipase A2 homolog Tpu-K49b ,Neurotoxic
Q2YHJ9,Basic phospholipase A2 homolog Tpu-K49a ,Non-toxic
Q3BER1,Disintegrin ocellatusin ,Non-toxic
Q3BER3,Disintegrin EO4A   ,Neurotoxic
Q3BER4,Disintegrin EO5A ,Neurotoxic
Q3BK13,Disintegrin lebein-2-alpha    ,Neurotoxic
Q3BK14,Disintegrin lebestatin  ,Neurotoxic
Q3C256,U-actitoxin-Aeq6a   ,Neurotoxic
Q3C258,U-actitoxin-Aeq5a   ,Neurotoxic
Q3HLQ4,Basic phospholipase A2 homolog TM-N49 ,Non-toxic
Q3HTN1,Zinc metalloproteinase-disintegrin-like stejnihagin-A   ,Non-toxic
Q3HTN2,Zinc metalloproteinase-disintegrin-like stejnihagin-B   ,Non-toxic
Q3HXX4,Venom nerve growth factor 5  ,Non-toxic
Q3HXX5,Venom nerve growth factor 4  ,Non-toxic
Q3HXX6,Venom nerve growth factor 3  ,Non-toxic
Q3HXX7,Venom nerve growth factor 2  ,Non-toxic
Q3HXX8,Venom nerve growth factor 1  ,Non-toxic
Q3HXX9,Venom nerve growth factor 2  ,Non-toxic
Q3HXY0,Venom nerve growth factor 1  ,Non-toxic
Q3HXY1,Venom nerve growth factor 3  ,Non-toxic
Q3HXY2,Venom nerve growth factor 2  ,Non-toxic
Q3HXY4,Venom nerve growth factor  ,Non-toxic
Q3HXY5,Venom nerve growth factor 3  ,Non-toxic
Q3HXY6,Venom nerve growth factor 2  ,Non-toxic
